	Metabolite	Taxa	Correlation	Pvalue	Group	AdjPvalue	Significance
80	Staphylococcus	beta_Alanine	-0.377911526	0.281609863	1	0.281852368	
81	Staphylococcus	Methylamine	0.065126725	0.858138015	1	0.877987827	
82	Staphylococcus	L_Aspartic_acid	-0.1931692	0.592859959	1	0.592859959	
83	Staphylococcus	Sarcosine	-0.008357948	0.981718265	1	0.981718265	
84	Staphylococcus	Trimethylamine	-0.36613569	0.298085729	1	0.298085729	
85	Staphylococcus	L_Asparagine	-0.377355063	0.28237709	1	0.28237709	
86	Staphylococcus	Malonic_acid	0.000687345	0.998496433	1	0.998496433	
87	Staphylococcus	Choline	0.206453757	0.567144488	1	0.567144488	
88	Staphylococcus	Betaine	-0.574902442	0.082112897	1	0.082112897	
89	Staphylococcus	Taurine	0.40236175	0.249020233	1	0.274214556	
90	Staphylococcus	Phenylacetic_acid	0.266504219	0.456693085	1	0.472303154	
91	Staphylococcus	Glycine	0.258075637	0.471580911	1	0.491114829	
92	Staphylococcus	Glycerol	0.155968967	0.666997151	1	0.689928746	
93	Staphylococcus	D_Fructose	0.380622692	0.277887974	1	0.286580099	
94	Staphylococcus	L_Proline	-0.041087919	0.910271761	1	0.910271761	
95	Staphylococcus	Lactulose	0.341843685	0.333644322	1	0.343702331	
96	Staphylococcus	D_Glucose	0.153880147	0.671245263	1	0.695282089	
97	Staphylococcus	Galactose	-0.066239651	0.855734866	1	0.89014157	
98	Staphylococcus	Sucrose	0.208952283	0.562356249	1	0.562356249	
99	Staphylococcus	Uracil	-0.368152453	0.295228401	1	0.295228401	
100	Staphylococcus	Fumaric_acid	-0.140193785	0.699282808	1	0.699282808	
101	Staphylococcus	Deoxyuridine	0.369278222	0.293639809	1	0.293639809	
102	Staphylococcus	Dihydroxybenzeneacetic_acid	-0.574480503	0.082390162	1	0.083408156	
103	Staphylococcus	L_Tyrosine	-0.375219828	0.285331525	1	0.285716306	
104	Staphylococcus	Gallic_acid	0.596334414	0.068811719	1	0.069348085	
105	Staphylococcus	L_Histidine	0.014760405	0.967718648	1	0.981157992	
106	Staphylococcus	p_Cresol	0.415340522	0.2326195	1	0.248474087	
107	Staphylococcus	L_Phenylalanine	-0.190473019	0.598130462	1	0.598130462	
108	Staphylococcus	L_Tryptophan	-0.252493421	0.481556757	1	0.485282039	
109	Staphylococcus	Xanthine	0.05224046	0.886035351	1	0.892741291	
110	Staphylococcus	Hypoxanthine	0.030131973	0.934146121	1	0.934146121	
111	Staphylococcus	Formic_acid	-0.225618489	0.530824577	1	0.530824577	
112	Staphylococcus	Nicotinic_acid	0.073512649	0.840057295	1	0.86450606	
113	Staphylococcus	Two_FL	0.044176455	0.903552374	1	0.912815591	
114	Staphylococcus	Three_SL	0.129840619	0.72071369	1	0.726342694	
115	Staphylococcus	Six_SL	0.047949357	0.895351604	1	0.919487583	
116	Staphylococcus	LDNDFH	0.581955927	0.077566713	1	0.077566713	
117	Staphylococcus	LNFP1	-0.124279649	0.73229852	1	0.73229852	
118	Staphylococcus	LNFP3	0.665339245	0.035765483	1	0.035984949	*
119	Staphylococcus	LNnT	-0.598768095	0.067396873	1	0.067396873	
120	Staphylococcus	LNT	0.261946209	0.464717801	1	0.464717801	
121	Staphylococcus	Three_FL	0.243530537	0.497762838	1	0.497762838	
122	Staphylococcus	LDFT	0.291059707	0.414558492	1	0.414739247	
123	Staphylococcus	LSTa	0.365837625	0.298509268	1	0.299559056	
124	Staphylococcus	LSTb	-0.457738469	0.183435711	1	0.183435711	
125	Staphylococcus	LSTc	-0.118093567	0.745242966	1	0.74788145	
126	Staphylococcus	Methyl	0.580031767	0.078790319	1	0.081385614	
